"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","facebook_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","in_office","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","youtube_account","leadership_role","suffix"
"K000394","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000394.json","Andy","Kim","1982-07-12","M","D","RepAndyKimNJ",,"412797",,"179640",,"N00041370","/g/11f730yxds","H8NJ03206","https://kim.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:nj/cd:3","2444 Rayburn House Office Building","202-225-4765","NJ","3",false,"3403",0,50,0,,,,
"K000397","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000397.json","Young","Kim","1962-10-18","F","R","RepYoungKim",,"456802",,"151787",,"N00042386","/m/012c98r4","H8CA39240","https://youngkim.house.gov",,true,"4","2024",31,1,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ca/cd:40","1306 Longworth House Office Building","202-225-4111","CA","40",false,"0640",3.23,48.28,0,,,,
"K000391","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000391.json","Raja","Krishnamoorthi","1973-07-19","M","D","congressmanraja","congressmanraja","412701","103408","117519","21730","N00033240","/g/11c5m7lxtk","H6IL08147","https://krishnamoorthi.house.gov","https://krishnamoorthi.house.gov/rss.xml",true,"8","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:il/cd:8","2367 Rayburn House Office Building","202-225-3711","IL","8",false,"1708",0,50,0,,,,
"K000382","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000382.json","Ann","Kuster","1956-09-05","F","D","RepAnnieKuster","CongresswomanAnnieKuster","412557","62650","122256","21340","N00030875","/m/064p47_","H0NH02181","https://kuster.house.gov",,true,"12","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:nh/cd:2","2201 Rayburn House Office Building","202-225-5206","NH","2",false,"3302",0,50,0,"McLane","RepKuster",,
"K000392","Representative","Rep.","https://api.propublica.org/congress/v1/members/K000392.json","David","Kustoff","1966-10-08","M","R","repdavidkustoff","RepDavidKustoff","412724","28903","48997","21731","N00025445","/g/11c1qmm_nk","H2TN07103","https://kustoff.house.gov","https://kustoff.house.gov/rss.xml",true,"8","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:tn/cd:8","560 Cannon House Office Building","202-225-4714","TN","8",false,"4708",0,50,0,,,,
"L000585","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000585.json","Darin","LaHood","1968-07-05","M","R","RepLaHood","replahood","412674","70020","128760","21562","N00037031","/m/0gg7rcy","H6IL18088","https://lahood.house.gov",,true,"10","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:il/cd:16","1424 Longworth House Office Building","202-225-6201","IL","16",false,"1716",0,50,0,"M.",,,
"L000598","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000598.json","Nick","LaLota","1978-06-23","M","R",,,"456920",,,,,,"H2NY01190","https://lalota.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ny/cd:1","1530 Longworth House Office Building","202-225-3826","NY","1",false,"3601",0,46.67,3.33,,,,
"L000578","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000578.json","Doug","LaMalfa","1960-07-02","M","R","RepLaMalfa","RepLaMalfa","412510","68493","29713","21302","N00033987","/m/0288tnx","H2CA02142","https://lamalfa.house.gov","https://lamalfa.house.gov/rss.xml",true,"12","2024",31,1,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ca/cd:1","408 Cannon House Office Building","202-225-3076","CA","1",false,"0601",3.23,44.83,3.45,,"RepLaMalfa",,
"L000564","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000564.json","Doug","Lamborn","1954-05-24","M","R","RepDLamborn","CongressmanDougLamborn","412191","1022846","2698","20704","N00028133","/m/0fsgdd","H6CO05159","https://lamborn.house.gov",,true,"18","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:co/cd:5","2371 Rayburn House Office Building","202-225-4422","CO","5",false,"0805",0,50,0,,"CongressmanLamborn",,
"L000601","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000601.json","Greg","Landsman","1976-12-04","M","D",,,"456928",,,,,,"H2OH01194","https://landsman.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:oh/cd:1","1432 Longworth House Office Building","202-225-2216","OH","1",false,"3901",0,50,0,,,,
"L000600","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000600.json","Nick","Langworthy","1981-02-27","M","R",,,"456927",,,,,,"H2NY23228","https://langworthy.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ny/cd:23","1630 Longworth House Office Building","202-225-3161","NY","23",false,"3623",0,46.67,3.33,,,,
"L000560","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000560.json","Rick","Larsen","1965-06-15","M","D","RepRickLarsen","RepRickLarsen","400232","86610","56231","20145","N00009759","/m/025953","H0WA02080","https://larsen.house.gov",,true,"24","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:wa/cd:2","2163 Rayburn House Office Building","202-225-2605","WA","2",false,"5302",0,50,0,,"congressmanlarsen",,
"L000557","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000557.json","John","Larson","1948-07-22","M","D","RepJohnLarson","RepJohnLarson","400233","36596","17188","29908","N00000575","/m/024zl9","H8CT01046","https://larson.house.gov","https://larson.house.gov/rss.xml",true,"26","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ct/cd:1","1501 Longworth House Office Building","202-225-2265","CT","1",false,"0901",0,50,0,"B.","RepJohnLarson",,
"L000566","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000566.json","Robert","Latta","1956-04-18","M","R","BobLatta","boblatta","412256","1028071","9926","20755","N00012233","/m/02z6_j1","H8OH05036","https://latta.house.gov","https://latta.house.gov/news/rss.aspx",true,"18","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:oh/cd:5","2467 Rayburn House Office Building","202-225-6405","OH","5",false,"3905",0,46.67,3.33,"E.","CongressmanBobLatta",,
"L000266","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000266.json","Jake","LaTurner","1988-02-17","M","R","RepLaTurner",,"456824",,,,"N00044232","/m/0w32xrn","H0KS02188","https://laturner.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ks/cd:2","2441 Rayburn House Office Building","202-225-6601","KS","2",false,"2002",0,50,0,,,,
"L000599","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000599.json","Michael","Lawler","1986-09-09","M","R",,,"456924",,,,,,"H2NY17162","https://lawler.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ny/cd:17","1013 Longworth House Office Building","202-225-6506","NY","17",false,"3617",0,46.67,3.33,,,,
"L000597","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000597.json","Laurel","Lee","1974-03-26","F","R",,,"456892",,,,,,"H2FL15241","https://laurellee.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:fl/cd:15","1118 Longworth House Office Building","202-225-5626","FL","15",false,"1215",0,50,0,,,,
"L000590","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000590.json","Susie","Lee","1966-11-07","F","D","RepSusieLee",,"412802",,"169344",,"N00037247","/g/11gtdntn1_","H6NV04020","https://susielee.house.gov",,true,"6","2024",31,1,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:nv/cd:3","365 Cannon House Office Building","202-225-3252","NV","3",false,"3203",3.23,44.83,3.45,,,,
"L000551","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000551.json","Barbara","Lee","1946-07-16","F","D","RepBarbaraLee","RepBarbaraLee","400237","54579","8315","29778","N00008046","/m/024sjy","H8CA09060","https://lee.house.gov",,true,"28","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ca/cd:12","2470 Rayburn House Office Building","202-225-2661","CA","12",false,"0612",0,43.33,6.67,,"RepLee",,
"L000602","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000602.json","Summer","Lee","1987-11-26","F","D",,,"456935",,,,,,"H2PA18200","https://summerlee.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:pa/cd:12","243 Cannon House Office Building","202-225-2135","PA","12",false,"4212",0,43.33,6.67,,,,
"L000589","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000589.json","Debbie","Lesko","1958-11-14","F","R","RepDLesko","RepDebbieLesko","412745",,"106483","21757","N00042056","/m/0zwmkgq","H8AZ08158","https://lesko.house.gov",,true,"8","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:az/cd:8","1214 Longworth House Office Building","202-225-4576","AZ","8",false,"0408",0,50,0,,,,
"L000595","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000595.json","Julia","Letlow","1981-03-16","F","R","repjulialetlow",,"456859",,"195745",,"N00047972",,"H2LA05126","https://letlow.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:la/cd:5","142 Longworth House Office Building","202-225-8490","LA","5",false,"2205",0,50,0,,,,
"L000593","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000593.json","Mike","Levin","1978-10-28","M","D","RepMikeLevin",,"412760",,"179416",,"N00040667","/g/11gjhfrvyp","H8CA49058","https://mikelevin.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ca/cd:49","2352 Longworth House Office Building","202-225-3906","CA","49",false,"0649",0,50,0,,,,
"L000582","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000582.json","Ted","Lieu","1969-03-29","M","D","RepTedLieu","RepTedLieu","412616","28076","1516","21507","N00035825","/m/0f3y2w","H4CA33119","https://lieu.house.gov","https://lieu.house.gov/rss.xml",true,"10","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ca/cd:36","2454 Rayburn House Office Building","202-225-3976","CA","36",false,"0636",0,43.33,6.67,,,,
"L000397","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000397.json","Zoe","Lofgren","1947-12-21","F","D","RepZoeLofgren","zoelofgren","400245","36520","21899","29504","N00007479","/m/024t94","H4CA16049","https://lofgren.house.gov","https://lofgren.house.gov/rss.xml",true,"30","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ca/cd:18","1401 Longworth House Office Building","202-225-3072","CA","18",false,"0618",0,46.67,3.33,,"RepZoeLofgren",,
"L000583","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000583.json","Barry","Loudermilk","1963-12-22","M","R","RepLoudermilk","reploudermilk","412624","76165","31618","21515","N00035347","/m/0wqdmcm","H4GA11061","https://loudermilk.house.gov",,true,"10","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ga/cd:11","2133 Rayburn House Office Building","202-225-2931","GA","11",false,"1311",0,50,0,,,,
"L000491","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000491.json","Frank","Lucas","1960-01-06","M","R","RepFrankLucas","RepFrankLucas","400247","35692","27032","29393","N00005559","/m/033tnk","H4OK06056","https://lucas.house.gov","https://lucas.house.gov/rss.xml",true,"32","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ok/cd:3","2405 Rayburn House Office Building","202-225-5565","OK","3",false,"4003",0,50,0,"D.","RepFrankLucas",,
"L000569","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000569.json","Blaine","Luetkemeyer","1952-05-07","M","R","RepBlaine","BlaineLuetkemeyer","412292","1031348","20400","20926","N00030026","/m/04ycpq1","H8MO09153","https://luetkemeyer.house.gov","https://luetkemeyer.house.gov/news/rss.aspx",true,"16","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:mo/cd:3","2230 Rayburn House Office Building","202-225-2956","MO","3",false,"2903",0,50,0,,"BLuetkemeyer",,
"L000596","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000596.json","Anna Paulina","Luna","1989-05-06","F","R",,,"456891",,,,,,"H0FL13158","https://luna.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:fl/cd:13","1017 Longworth House Office Building","202-225-5961","FL","13",false,"1213",0,46.67,3.33,,,,
"L000603","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000603.json","Morgan","Luttrell","1975-11-07","M","R",,,"456942",,,,,,"H2TX08182","https://luttrell.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tx/cd:8","1320 Longworth House Office Building","202-225-4901","TX","8",false,"4808",0,50,0,,,,
"L000562","Representative","Rep.","https://api.propublica.org/congress/v1/members/L000562.json","Stephen","Lynch","1955-03-31","M","D","RepStephenLynch","repstephenlynch","400249","1000222","4844","20119","N00013855","/m/028vsz","H2MA09072","https://lynch.house.gov",,true,"24","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ma/cd:8","2109 Rayburn House Office Building","202-225-8273","MA","8",false,"2508",0,50,0,"F.","RepLynch",,
"M000194","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000194.json","Nancy","Mace","1977-12-04","F","R","RepNancyMace",,"456843",,,,"N00035670","/m/048nls","H0SC01394","https://mace.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:sc/cd:1","1728 Longworth House Office Building","202-225-3176","SC","1",false,"4501",0,50,0,,,,
"M001223","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001223.json","Seth","Magaziner","1983-07-22","M","D",,,"456937",,,,,,"H2RI02184","https://magaziner.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ri/cd:2","1218 Longworth House Office Building","202-225-2735","RI","2",false,"4402",0,50,0,,,,
"M000317","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000317.json","Nicole","Malliotakis","1980-11-11","F","R","RepMalliotakis",,"456837",,,,"N00044040","/m/0g5817m","H0NY11078","https://malliotakis.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ny/cd:11","351 Cannon House Office Building","202-225-3371","NY","11",false,"3611",0,46.67,3.33,,,,
"M000871","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000871.json","Tracey","Mann","1976-12-17","M","R","RepMann",,"456823",,,,"N00030743","/g/11hcbb5b38","H0KS01123","https://mann.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ks/cd:1","344 Cannon House Office Building","202-225-2715","KS","1",false,"2001",0,50,0,,,,
"M001135","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001135.json","Kathy","Manning","1956-12-03","F","D","RepKManning",,"456832",,,,"N00042159","/g/11dxpjz93v","H8NC13067","https://manning.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:nc/cd:6","307 Cannon House Office Building","202-225-3065","NC","6",false,"3706",0,50,0,,,,
"M001184","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001184.json","Thomas","Massie","1971-01-13","M","R","RepThomasMassie","RepThomasMassie","412503","79951","132068","31102","N00034041","/m/0h_cb6v","H2KY04121","https://massie.house.gov",,true,"14","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ky/cd:4","2453 Rayburn House Office Building","202-225-3465","KY","4",false,"2104",0,50,0,,"repthomasmassie",,
"M001199","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001199.json","Brian","Mast","1980-07-10","M","R","repbrianmast","repbrianmast","412698","104540","166245","21735","N00037269","/g/11cs5xxx_f","H6FL18097","https://mast.house.gov",,true,"8","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:fl/cd:21","2182 Rayburn House Office Building","202-225-3026","FL","21",false,"1221",0,46.67,3.33,,"repbrianmast",,
"M001163","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001163.json","Doris","Matsui","1944-09-25","F","D","DorisMatsui","doris.matsui","400663","26602","28593","20538","N00027459","/m/059hdf","H6CA05195","https://matsui.house.gov",,true,"20","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ca/cd:7","2311 Rayburn House Office Building","202-225-7163","CA","7",false,"0607",0,43.33,6.67,,"RepDorisMatsui",,
"M001208","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001208.json","Lucy","McBath","1960-06-01","F","D","replucymcbath",,"412769",,"178538",,"N00042813","/g/11f647_0gj","H8GA06393","https://mcbath.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ga/cd:7","2246 Rayburn House Office Building","202-225-4501","GA","7",false,"1307",0,50,0,,,,
"M001165","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001165.json","Kevin","McCarthy","1965-01-26","M","R","GOPLeader","CongressmanKevinMcCarthy","412190","85231","28918","20703","N00028152","/m/074qxm","H6CA22125","https://kevinmccarthy.house.gov","https://kevinmccarthy.house.gov/rss.xml",true,"18","2024",31,0,0,"2023-01-12 11:30:24 -0500","ocd-division/country:us/state:ca/cd:20","2468 Rayburn House Office Building","202-225-2915","CA","20",false,"0620",0,46.67,3.33,,"repkevinmccarthy","House Minority Leader",
"M001157","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001157.json","Michael","McCaul","1962-01-14","M","R","RepMcCaul","michaeltmccaul","400654","1013056","49210","20530","N00026460","/m/0492cz","H4TX10093","https://mccaul.house.gov","https://mccaul.house.gov/rss.xml",true,"20","2024",31,1,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:tx/cd:10","2300 Rayburn House Office Building","202-225-2401","TX","10",false,"4810",3.23,48.28,0,,"MichaelTMcCaul",,
"M001136","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001136.json","Lisa","McClain","1966-04-07","F","R","RepLisaMcClain",,"456827",,,,"N00045730","/g/11j1xf64qr","H0MI10287","https://mcclain.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:mi/cd:9","444 Cannon House Office Building","202-225-2106","MI","9",false,"2609",0,46.67,3.33,,,,
"M001177","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001177.json","Tom","McClintock","1956-07-10","M","R","RepMcClintock","81125319109","412295","30359","9715","20903","N00006863","/m/01r6jp","H8CA04152","https://mcclintock.house.gov","https://mcclintock.house.gov/rss.xml",true,"16","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ca/cd:5","2256 Rayburn House Office Building","202-225-2511","CA","5",false,"0605",0,50,0,,"McClintockCA04",,
"M001143","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001143.json","Betty","McCollum","1954-07-12","F","D","BettyMcCollum04","repbettymccollum","400259","86670","3812","20122","N00012942","/m/0249hy","H0MN04049","https://mccollum.house.gov","https://mccollum.house.gov/rss.xml",true,"24","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:mn/cd:4","2426 Rayburn House Office Building","202-225-6631","MN","4",false,"2704",0,46.67,3.33,,"BMcCollum04",,
"M001218","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001218.json","Rich","McCormick","1968-10-07","M","R",,,"456894",,,,,,"H0GA07273","https://mccormick.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ga/cd:6","1213 Longworth House Office Building","202-225-4272","GA","6",false,"1306",0,50,0,,,,
"M001220","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001220.json","Morgan","McGarvey","1979-12-23","M","D",,,"456904",,"139826",,,,"H2KY03206","https://mcgarvey.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ky/cd:3","1527 Longworth House Office Building","202-225-5401","KY","3",false,"2103",0,46.67,3.33,,,,
"M000312","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000312.json","Jim","McGovern","1959-11-20","M","D","RepMcGovern","RepJimMcGovern","400263","45976","552","29729","N00000179","/m/028vn7","H4MA03022","https://mcgovern.house.gov",,true,"28","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:ma/cd:2","370 Cannon House Office Building","202-225-6101","MA","2",false,"2502",0,50,0,,"repjimmcgovern",,
"M001156","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001156.json","Patrick","McHenry","1975-10-22","M","R","PatrickMcHenry","CongressmanMcHenry","400644","1007062","21031","20522","N00026627","/m/02b4rz","H4NC10047","https://mchenry.house.gov","https://mchenry.house.gov/news/rss.aspx",true,"20","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:nc/cd:10","2134 Rayburn House Office Building","202-225-2576","NC","10",false,"3710",0,50,0,"T.","CongressmanMcHenry",,
"M001159","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001159.json","Cathy","McMorris Rodgers","1969-05-22","F","R","CathyMcMorris","mcmorrisrodgers","400659","1013063","3217","20535","N00026314","/m/03dlf3","H4WA05077","https://mcmorris.house.gov",,true,"20","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:wa/cd:5","2188 Rayburn House Office Building","202-225-2006","WA","5",false,"5305",0,46.67,3.33,,"mcmorrisrodgers",,
"M001137","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001137.json","Gregory","Meeks","1953-09-25","M","D","RepGregoryMeeks","gregorymeeksny05","400271","53469","4360","29776","N00001171","/m/024_3b","H8NY06048","https://meeks.house.gov","https://meeks.house.gov/rss.xml",true,"28","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ny/cd:5","2310 Rayburn House Office Building","202-225-3461","NY","5",false,"3605",0,43.33,6.67,"W.","gwmeeks",,
"M001226","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001226.json","Robert","Menendez","1985-07-12","M","D",,,"456918",,,,,,"H2NJ08232","https://menendez.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:nj/cd:8","1007 Longworth House Office Building","202-225-7919","NJ","8",false,"3408",0,46.67,3.33,,,,
"M001188","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001188.json","Grace","Meng","1975-10-01","F","D","RepGraceMeng","repgracemeng","412560","68411","69157","21342","N00034547","/m/04ld76x","H2NY06116","https://meng.house.gov","https://meng.house.gov/rss.xml",true,"12","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ny/cd:6","2209 Rayburn House Office Building","202-225-2601","NY","6",false,"3606",0,46.67,3.33,,,,
"M001204","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001204.json","Daniel","Meuser","1964-02-10","M","R","RepMeuser",,"412811",,"102438",,"N00029416","/m/03wf1q3","H8PA10147","https://meuser.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:pa/cd:9","350 Cannon House Office Building","202-225-6511","PA","9",false,"4209",0,50,0,,,,
"M000687","Representative","Rep.","https://api.propublica.org/congress/v1/members/M000687.json","Kweisi","Mfume","1948-10-24","M","D","RepKweisiMfume",,"407672",,,"15432","N00001799",,"S6MD03185","https://mfume.house.gov",,true,"6","2024",31,1,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:md/cd:7","2263 Rayburn House Office Building","202-225-4741","MD","7",false,"2407",3.23,48.28,0,,,,
"M001222","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001222.json","Max","Miller","1988-11-13","M","R",,,"456929",,,,,,"H2OH16051","https://maxmiller.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:oh/cd:7","143 Cannon House Office Building","202-225-3876","OH","7",false,"3907",0,46.67,3.33,,,,
"M001205","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001205.json","Carol","Miller","1950-11-04","F","R","RepCarolMiller",,"412837",,"52123",,"N00041542","/m/0102fnyn","H8WV03097","https://miller.house.gov",,true,"6","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:wv/cd:1","465 Cannon House Office Building","202-225-3452","WV","1",false,"5401",0,50,0,,,,
"M001211","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001211.json","Mary","Miller","1959-08-27","F","R","RepMaryMiller",,"456820",,,,"N00045703","/g/11fsd5mh_l","H0IL15129","https://marymiller.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:il/cd:15","1740 Longworth House Office Building","202-225-5271","IL","15",false,"1715",0,50,0,,,,
"M001215","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001215.json","Mariannette","Miller-Meeks","1955-09-06","F","R","RepMMM",,"456817",,"103294",,"N00029495","/g/11fhm4wv8g","H8IA02043","https://millermeeks.house.gov",,true,"4","2024",31,0,0,"2023-01-17 02:00:09 -0500","ocd-division/country:us/state:ia/cd:1","1034 Longworth House Office Building","202-225-6576","IA","1",false,"1901",0,46.67,3.33,,,,
"M001216","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001216.json","Cory","Mills","1980-07-30","M","R",,,"456889",,,,,,"H2FL07156","https://mills.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:fl/cd:7","1237 Longworth House Office Building","202-225-4035","FL","7",false,"1207",0,50,0,,,,
"M001221","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001221.json","Marcus","Molinaro","1975-10-08","M","R",,,"456925",,"69202",,,,"H2NY19127","https://molinaro.house.gov/",,true,"2","2024",31,0,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:ny/cd:19","1207 Longworth House Office Building","202-225-5441","NY","19",false,"3619",0,46.67,3.33,,,,
"M001194","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001194.json","John","Moolenaar","1961-05-08","M","R","RepMoolenaar","RepMoolenaar","412634","76660","37676","21526","N00036275","/m/0z6rww4","H4MI04126","https://moolenaar.house.gov","https://moolenaar.house.gov/rss.xml",true,"10","2024",31,0,0,"2023-01-17 02:00:11 -0500","ocd-division/country:us/state:mi/cd:2","246 Cannon House Office Building","202-225-3561","MI","2",false,"2602",0,50,0,,,,
"M001195","Representative","Rep.","https://api.propublica.org/congress/v1/members/M001195.json","Alex","Mooney","1971-06-05","M","R","RepAlexMooney","CongressmanAlexMooney","412662","76588","145943","21557","N00033814","/m/02qqy78","H4WV02080","https://mooney.house.gov","https://mooney.house.gov/rss.xml",true,"10","2024",31,1,0,"2023-01-17 02:00:10 -0500","ocd-division/country:us/state:wv/cd:2","2228 Rayburn House Office Building","202-225-2711","WV","2",false,"5402",3.23,48.28,0,,,,
