symbol,name,industry,supersector,sector,subsector,listingDate,issueShare,listedValue,marketCap
"BVN","Vietnam Cotton Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Personal Products","11/10/2011 00:00:00","5000000.0","0","57000000000.0"
"BVS","Bao Viet Securities Company","Financials","Financial Services","Financial Services","Investment Services","18/12/2006 00:00:00","72233937.0","1292987472300.00","1292382595500.0"
"BWA","Bao Loc Supply Sewerage and Constructon Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","14/06/2010 00:00:00","2700000.0","0","29700000000.0"
"BWE","Binh Duong Water Environment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","20/07/2017 00:00:00","192920000.0","9009364000000.00","9009364000000.0"
"BWS","Ba Ria - Vung Tau Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","28/11/2017 00:00:00","90000000.0","2691000000000.00","2475000000000.0"
"BXH","Haiphong Packing VICEM Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Containers & Packaging","25/11/2009 00:00:00","3012040.0","0","35542072000.0"
"C12","Bridge Joint Stock Company No.12","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","26/12/2016 00:00:00","4850000.0","0","19400000000.0"
"C21","Century 21 Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","01/11/2016 00:00:00","19336371.0","0","208594440500.0"
"C22","22 Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","24/05/2018 00:00:00","3550000.0","0","54670000000.0"
"C32","CIC39 Corporation","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","30/11/2012 00:00:00","15030145.0","285572755000.00","285572755000.0"
"C47","Construction Joint Stock Company 47","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","30/03/2011 00:00:00","27529504.0","207847755200.00","207878536550.0"
"C4G","Cienco4 Group Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","10/12/2018 00:00:00","224718202.0","2606731143200.00","2571675103688.0"
"C69","1369 Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","21/04/2017 00:00:00","60000000.0","396000000000.00","396000000000.0"
"C92","Engineering Construction Joint Stock Company No 492","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","19/11/2007 00:00:00","5312920.0","14344884000.00","14212061000.0"
"CAB","Vietnam Television Cable Joint Stock Company","Consumer Services","Media","Media","Broadcasting & Entertainment","06/09/2019 00:00:00","45745876.0","667889789600.00","667889789600.0"
"CAD","Cadovimex Seafood Import-Export And Processing Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","01/11/2012 00:00:00","8799927.0","7919934300.00","16265542914.0"
"CAG","An Giang Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","04/12/2017 00:00:00","13800000.0","109020000000.00","109020000000.0"
"CAN","Halong Canned Food Joint Stock Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","22/10/2001 00:00:00","5000000.0","0","194000000000.0"
"CAP","Yen Bai Joint Stock Forest Agricultural Products And Foodstuffs Company","Basic Materials","Basic Resources","Forestry & Paper","Paper","09/01/2008 00:00:00","7853968.0","596901568000.00","596901568000.0"
"CAR","Tri Viet Education Group Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","13/07/2022 00:00:00","3200000.0","97600000000.00","96768000000.0"
"CAT","Ca Mau Joint Stock Seafoods Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","23/03/2018 00:00:00","9748579.0","0","187487403500.0"
"CAV","Vietnam Electric Cable Corporation","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","08/12/2014 00:00:00","57600000.0","3168000000000.00","3161918650000.0"
"CBI","Cao Bang Cast Iron and Steel Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","28/09/2017 00:00:00","43006366.0","0","374155384200.0"
"CBS","Cao Bang Sugar Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","20/06/2017 00:00:00","3527925.0","186274440000.00","185840505225.0"
"CC1","Construction Corporation No.1 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","20/07/2017 00:00:00","328934469.0","4276148097000.00","4120602229260.0"
"CC4","Investment and Construction Joint Stock Company No.4","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","28/07/2017 00:00:00","64000000.0","0","1312000000000.0"
"CCA","Can Tho Import Export Seafood Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","26/12/2019 00:00:00","15092326.0","238458750800.00","216997468600.0"
"CCI","Cuchi Commercial and Industrial Developing Investment Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","15/04/2010 00:00:00","17743865.0","0","464839282500.0"
"CCL","Cuu Long Petro Urban Development And Investment Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","03/03/2011 00:00:00","53199579.0","286213735020.00","286213735020.0"
"CCM","Can Tho Mineral And Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","18/09/2008 00:00:00","6199900.0","0","398033323200.0"
"CCP","Hai Phong Cua Cam Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","16/03/2017 00:00:00","2400000.0","0","39360000000.0"
"CCR","Cam Ranh Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","24/09/2015 00:00:00","24501817.0","279320713800.00","278771233800.0"
"CCT","Can Tho Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","30/06/2017 00:00:00","28480000.0","336064000000.00","336064000000.0"
"CCV","VCC Engineering Consultants Joint - Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","09/01/2017 00:00:00","1800000.0","0","58500000000.0"
"CDC","Chuong Duong Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","01/11/2007 00:00:00","21988716.0","403492938600.00","403492938600.0"
"CDG","CauDuong Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","27/02/2017 00:00:00","3464995.0","0","11434206300.0"
"CDH","Hai Phong Public Works and Tourism Services Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","23/06/2016 00:00:00","2000000.0","0","5200000000.0"
"CDN","DaNang Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","30/11/2016 00:00:00","99000000.0","2811600000000.00","2811600000000.0"
"CDO","Consultancy Design and Urban Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","09/03/2015 00:00:00","31504975.0","37805970000.00","34844502350.0"
"CDP","Codupha Central Pharmaceutical Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","13/07/2018 00:00:00","18270000.0","0","238535280000.0"
"CDR","Dong Nai Rubber Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","26/06/2017 00:00:00","2133271.0","0","11946317600.0"
"CE1","Construction And Industry Equipment Joint Stock Company - CIE1","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","10/04/2017 00:00:00","6000000.0","0","54000000000.0"
"CEG","Construction and Industry Equipment Group Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","17/05/2017 00:00:00","3800000.0","0","9880000000.0"
"CEN","CENCON Vietnam Joint Stock Company","Consumer Services","Retail","General Retailers","Broadline Retailers","15/06/2018 00:00:00","21712440.0","80336028000.00","78121359120.0"
"CEO","CEO Group Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","29/09/2014 00:00:00","257339985.0","5481341680500.00","5481341680500.0"
"CET","HTC Holding Joint Stock Company","Consumer Goods","Personal & Household Goods","Personal Goods","Personal Products","28/07/2017 00:00:00","6050000.0","19965000000.00","19965000000.0"
"CFM","CFM Investment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Business Training & Employment Agencies","25/01/2021 00:00:00","2000000.0","0","19000000000.0"
"CFV","Thang Loi Coffee Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","03/06/2019 00:00:00","8096000.0","79340800000.00","123970000000.0"
"CGV","Vinaceglass Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","21/06/2017 00:00:00","9499956.0","23749890000.00","23749890000.0"
"CH5","Hanoi Construction Joint Stock Company No.5","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","14/06/2017 00:00:00","3732450.0","0","14556555000.0"
"CHC","Cam Ha Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","16/02/2017 00:00:00","6731596.0","0","19521628400.0"
"CHP","Central Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","29/09/2016 00:00:00","146912668.0","3511212765200.00","3511212765200.0"
"CHS","Ho Chi Minh City Public Lighting Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Multiutilities","12/01/2017 00:00:00","28400000.0","241400000000.00","248301200000.0"
"CI5","No.5 Construction Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","01/07/2011 00:00:00","2700000.0","30780000000.00","30779110800.0"
"CIA","Cam Ranh International Airport Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","29/11/2017 00:00:00","19709904.0","230605876800.00","218336543100.0"
"CID","Contruction and Infrastructure Development Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","14/07/2005 00:00:00","1082000.0","0","6313800000.0"
"CIG","COMA 18 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","19/07/2011 00:00:00","31539947.0","113859208670.00","113859208670.0"
"CII","Ho Chi Minh City Infrastructure Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","18/05/2006 00:00:00","284012369.0","3834166981500.00","3404998930500.0"
"CIP","Construction and Industrial Production Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","27/09/2017 00:00:00","4545000.0","10453500000.00","10712565000.0"
"CJC","Central Area Electrical Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electronic Equipment","14/12/2006 00:00:00","4000000.0","0","120000000000.0"
"CK8","120 Mechanical Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","06/01/2023 00:00:00","3000000.0","0","10500000000.0"
"CKA","An Giang Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","17/10/2018 00:00:00","3286404.0","0","100235322000.0"
"CKD","Dong Anh Licogi Mechanical Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","21/05/2015 00:00:00","31000000.0","0","973400000000.0"
"CKG","Kien Giang Construction Investment Consultancy Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Services","25/03/2020 00:00:00","95259361.0","1981394708800.00","1981394708800.0"
"CKV","CokyVina Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","11/03/2010 00:00:00","4050000.0","59130000000.00","58575200000.0"
"CLC","Cat Loi Joint Stock Company","Consumer Goods","Personal & Household Goods","Tobacco","Tobacco","16/11/2006 00:00:00","26207583.0","930369196500.00","930369196500.0"
"CLG","Cotec Investment and Land - house Development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","09/08/2010 00:00:00","21150000.0","21150000000.00","19183050000.0"
"CLH","La Hien Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","07/06/2016 00:00:00","12000000.0","339600000000.00","339600000000.0"
"CLL","Cat Lai Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","08/07/2014 00:00:00","34000000.0","935000000000.00","935000000000.0"
"CLM","Vinacomin - Coal Import Export Joint Stock Company","Basic Materials","Basic Resources","Mining","Coal","15/04/2016 00:00:00","11000000.0","0","727100000000.0"
"CLW","ChoLon Water Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","11/01/2011 00:00:00","13000000.0","0","271700000000.0"
"CLX","Cho Lon Investment And Import Export Corporation (CHOLIMEX)","Consumer Goods","Food & Beverage","Food Producers","Food Products","01/03/2017 00:00:00","86600000.0","1099820000000.00","1093671400000.0"
